city,lineId,lineZh,stationCode,ko,zh,en,lat,lng,stationKey
"seoul","8","8號線","819","장지","長旨","Jangji","37.478609","127.126229","장지"
"seoul","8","8號線","820","복정","福井","Bokjeong","37.471016","127.126746","복정"
"seoul","8","8號線","821","남위례","南慰禮","Namwirye","37.462839","127.139047","남위례"
"seoul","8","8號線","822","산성","山城","Sanseong","37.456886","127.149927","산성"
"seoul","8","8號線","823","남한산성입구","南漢山城入口","Namhansanseong Ipgu","37.451568","127.159845","남한산성입구"
"seoul","8","8號線","824","단대오거리","丹垈五岔路口","Dandaeogeori","37.445057","127.156735","단대오거리"
"seoul","8","8號線","825","신흥","新興","Sinheung","37.440952","127.14759","신흥"
"seoul","8","8號線","826","수진","壽進","Sujin","37.437575","127.140936","수진"
"seoul","8","8號線","827","모란","牡丹","Moran","37.433988","127.129921","모란"
"seoul","9","9號線","901","개화","開花","Gaehwa","37.57861","126.79815","개화"
"seoul","9","9號線","902","김포공항","金浦機場","Gimpogonghang","37.56243","126.80106","김포공항"
"seoul","9","9號線","903","공항시장","機場市場","Gonghangsijang","37.56373","126.81068","공항시장"
"seoul","9","9號線","904","신방화","新傍花","Sinbanghwa","37.56753","126.8166","신방화"
"seoul","9","9號線","905","마곡나루","麻谷渡口","Magongnaru","37.56734","126.8295","마곡나루"
"seoul","9","9號線","906","양천향교","陽川鄉校","Yangcheonhyanggyo","37.56838","126.84133","양천향교"
"seoul","9","9號線","907","가양","加陽","Gayang","37.56139","126.85446","가양"
"seoul","9","9號線","908","증미","拯米","Jeungmi","37.5574","126.86194","증미"
"seoul","9","9號線","909","등촌","登村","Deungchon","37.55063","126.86569","등촌"
"seoul","9","9號線","910","염창","鹽倉","Yeomchang","37.54694","126.87492","염창"
"seoul","9","9號線","911","신목동","新木洞","Sinmokdong","37.54428","126.88308","신목동"
"seoul","9","9號線","912","선유도","仙遊島","Seonyudo","37.53802","126.89352","선유도"
"seoul","9","9號線","913","당산","堂山","Dangsan","37.53438","126.90228","당산"
"seoul","9","9號線","914","국회의사당","國會議事堂","Gukhoeuisadang","37.5281","126.91787","국회의사당"
"seoul","9","9號線","915","여의도","汝矣島","Yeouido","37.52162","126.92419","여의도"
"seoul","9","9號線","916","샛강","細江","Saetgang","37.51727","126.92842","샛강"
"seoul","9","9號線","917","노량진","鷺梁津","Noryangjin","37.51422","126.94245","노량진"
"seoul","9","9號線","918","노들","鷺得","Nodeul","37.51289","126.95322","노들"
"seoul","9","9號線","919","흑석","黑石","Heukseok","37.50877","126.96371","흑석"
"seoul","9","9號線","920","동작","銅雀","Dongjak","37.50297","126.97931","동작"
"seoul","9","9號線","921","구반포","舊盤浦","Gubanpo","37.50136","126.98733","구반포"
"seoul","9","9號線","922","신반포","新盤浦","Sinbanpo","37.50341","126.99592","신반포"
"seoul","9","9號線","923","고속터미널","高速巴士客運站","Gosok Teomineol","37.50481","127.00494","고속터미널"
"seoul","9","9號線","924","사평","沙平","Sapyeong","37.50421","127.01526","사평"
"seoul","9","9號線","925","신논현","新論峴","Sinnonhyeon","37.5046","127.02506","신논현"
"seoul","9","9號線","926","언주","彥州","Eonju","37.50729","127.03387","언주"
"seoul","9","9號線","927","선정릉","宣靖陵","Seonjeongneung","37.51098","127.04359","선정릉"
"seoul","9","9號線","928","삼성중앙","三成中央","Samseongjungang","37.51301","127.05328","삼성중앙"
"seoul","9","9號線","929","봉은사","奉恩寺","Bongeunsa","37.51422","127.06024","봉은사"
"seoul","9","9號線","930","종합운동장","綜合運動場","Jonghap Undongjang","37.511","127.07364","종합운동장"
"seoul","9","9號線","931","삼전","三田","Samjeon","37.50468","127.0881","삼전"
"seoul","9","9號線","932","석촌고분","石村古墳","Seokchongobun","37.50468","127.08153","석촌고분"
"seoul","9","9號線","933","석촌","石村","Seokchon","37.50543","127.10698","석촌"
"seoul","9","9號線","934","송파나루","松坡渡口","Songpanaru","37.51024","127.11004","송파나루"
"seoul","9","9號線","935","한성백제","漢城百濟","Hanseongbaekje","37.51646","127.11408","한성백제"
"seoul","9","9號線","936","올림픽공원","奧林匹克公園","Ollimpik Gongwon","37.51638","127.12847","올림픽공원"
"seoul","9","9號線","937","둔촌오륜","遁村五輪","Dunchonoryun","37.51906","127.1369","둔촌오륜"
"seoul","9","9號線","938","중앙보훈병원","中央報勳醫院","Jungang Bohun Byeongwon","37.5268","127.14544","중앙보훈병원"
"seoul","A","機場鐵路 A'REX","A01","서울역","首爾站","Seoullyeok","37.55465","126.97256","서울역"
"seoul","A","機場鐵路 A'REX","A02","공덕","孔德","Gongdeok","37.54402","126.95159","공덕"
"seoul","A","機場鐵路 A'REX","A03","홍대입구","弘大入口","Hongdaeipgu","37.55719","126.92538","홍대입구"
"seoul","A","機場鐵路 A'REX","A04","디지털미디어시티","數碼媒體城","Digital Media City","37.57665","126.90098","디지털미디어시티"
"seoul","A","機場鐵路 A'REX","A042","마곡나루","麻谷渡口","Magongnaru","37.56694","126.82437","마곡나루"
"seoul","A","機場鐵路 A'REX","A05","김포공항","金浦機場","Gimpogonghang","37.56243","126.80106","김포공항"
"seoul","A","機場鐵路 A'REX","A06","계양","桂陽","Gyeyang","37.57146","126.73564","계양"
"seoul","A","機場鐵路 A'REX","A07","검암","黔岩","Geomam","37.5691","126.67373","검암"
"seoul","A","機場鐵路 A'REX","A071","청라국제도시","靑蘿國際城","Cheongna Gukje Dosi","37.55588","126.62533","청라국제도시"
"seoul","A","機場鐵路 A'REX","A072","영종","永宗","Yeongjong","37.51147","126.5237","영종"
"seoul","A","機場鐵路 A'REX","A08","운서","雲西","Unseo","37.4929","126.49379","운서"
"seoul","A","機場鐵路 A'REX","A09","공항화물청사","機場貨運辦公樓","Gonghang Hwamul Cheongsa","37.45837","126.47624","공항화물청사"
"seoul","A","機場鐵路 A'REX","A10","인천공항1터미널","仁川機場1號航廈","Incheon Gonghang 1 Terminal","37.44746","126.45251","인천공항1터미널"
"seoul","A","機場鐵路 A'REX","A11","인천공항2터미널","仁川機場2號航廈","Incheon Gonghang 2 Terminal","37.46203","126.4208","인천공항2터미널"
"seoul","D","新盆唐線","D04","신사","新沙","Sinsa","37.5163","127.0201","신사"
"seoul","D","新盆唐線","D05","논현","論峴","Nonhyeon","37.5111","127.0214","논현"
"seoul","D","新盆唐線","D06","신논현","新論峴","Sinnonhyeon","37.5046","127.0251","신논현"
"seoul","D","新盆唐線","D07","강남","江南","Gangnam","37.4972","127.0279","강남"
"seoul","D","新盆唐線","D08","양재","良才","Yangjae","37.4842","127.0346","양재"
"seoul","D","新盆唐線","D09","양재시민의숲","良才市民之林","Yangjae Citizen's Forest","37.47","127.0384","양재시민의숲"
"seoul","D","新盆唐線","D10","청계산입구","清溪山入口","Cheonggyesan","37.4472","127.0557","청계산입구"
"seoul","D","新盆唐線","D11","판교","板橋","Pangyo","37.3948","127.1112","판교"
"seoul","D","新盆唐線","D12","정자","亭子","Jeongja","37.366","127.1081","정자"
"seoul","D","新盆唐線","D13","미금","美金","Migeum","37.3501","127.1085","미금"
"seoul","D","新盆唐線","D14","동천","東川","Dongcheon","37.3378","127.1028","동천"
"seoul","D","新盆唐線","D15","수지구청","水枝區廳","Suji-gu Office","37.3226","127.0948","수지구청"
"seoul","D","新盆唐線","D16","성복","星福","Seongbok","37.3135","127.0804","성복"
"seoul","D","新盆唐線","D17","상현","上峴","Sanghyeon","37.2979","127.0694","상현"
"seoul","D","新盆唐線","D18","광교중앙","光教中央","Gwanggyo Jungang","37.2884","127.0516","광교중앙"
"seoul","D","新盆唐線","D19","광교","光教","Gwanggyo","37.302","127.0445","광교"
"seoul","UI","牛耳新設線","S110","북한산우이","北漢山牛耳","Bukhansan Ui","37.66291","127.01061","북한산우이"
"seoul","UI","牛耳新設線","S111","솔밭공원","松林公園","Solbatgongwon","37.65605","127.01109","솔밭공원"
"seoul","UI","牛耳新設線","S112","419민주묘지","4·19民主墓地","Sailgu Minju Myoji","37.64824","127.00861","419민주묘지"
"seoul","UI","牛耳新設線","S113","가오리","加五里","Gaori","37.64156","127.01462","가오리"
"seoul","UI","牛耳新設線","S114","화계","華溪","Hwagye","37.63394","127.01623","화계"
"seoul","UI","牛耳新設線","S115","삼양","三陽","Samyang","37.63394","127.00967","삼양"
"seoul","UI","牛耳新設線","S116","삼양사거리","三陽十字路口","Samyangsageori","37.62134","127.01832","삼양사거리"
"seoul","UI","牛耳新設線","S117","솔샘","松泉","Solsaem","37.61926","127.00925","솔샘"
"seoul","UI","牛耳新設線","S118","북한산보국문","北漢山輔國門","Bukhansan Bogungmun","37.61218","127.00599","북한산보국문"
"seoul","UI","牛耳新設線","S119","정릉","貞陵","Jeongneung","37.60267","127.01131","정릉"
"seoul","UI","牛耳新設線","S120","성신여대입구","誠信女大入口","Seongsinyeodae Ipgu","37.59262","127.0164","성신여대입구"
"seoul","UI","牛耳新設線","S121","보문","普門","Bomun","37.58529","127.01938","보문"
"seoul","UI","牛耳新設線","S122","신설동","新設洞","Sinseoldong","37.5753","127.02509","신설동"
"seoul","1P","1號線 京釜·長項線","141","구로","九老","Guro","37.50304","126.88197","구로"
"seoul","1P","1號線 京釜·長項線","P142","가산디지털단지","加山數碼園區","Gasan Digital Complex","37.4811","126.8823","가산디지털단지"
"seoul","1P","1號線 京釜·長項線","P143","독산","禿山","Doksan","37.4665","126.889","독산"
"seoul","1P","1號線 京釜·長項線","P144","금천구청","衿川區廳","Geumcheon-gu Office","37.4555","126.8937","금천구청"
"seoul","1P","1號線 京釜·長項線","P145","석수","石水","Seoksu","37.435","126.9023","석수"
"seoul","1P","1號線 京釜·長項線","P146","관악","冠岳","Gwanak","37.4192","126.9081","관악"
"seoul","1P","1號線 京釜·長項線","P147","안양","安養","Anyang","37.4014","126.9228","안양"
"seoul","1P","1號線 京釜·長項線","P148","명학","鳴鶴","Myeonghak","37.3844","126.9353","명학"
"seoul","1P","1號線 京釜·長項線","P149","금정","衿井","Geumjeong","37.3722","126.9434","금정"
"seoul","1P","1號線 京釜·長項線","P150","군포","軍浦","Gunpo","37.3539","126.9485","군포"
"seoul","1P","1號線 京釜·長項線","P151","당정","堂井","Dangjeong","37.344","126.9488","당정"
"seoul","1P","1號線 京釜·長項線","P152","의왕","義王","Uiwang","37.3209","126.9489","의왕"
"seoul","1P","1號線 京釜·長項線","P153","성균관대","成均館大","Sungkyunkwan Univ.","37.3006","126.9708","성균관대"
"seoul","1P","1號線 京釜·長項線","P154","화서","華西","Hwaseo","37.2839","126.9898","화서"
"seoul","1P","1號線 京釜·長項線","P155","수원","水原","Suwon","37.2663","127","수원"
"seoul","1P","1號線 京釜·長項線","P156","세류","細柳","Seryu","37.2444","127.0136","세류"
"seoul","1P","1號線 京釜·長項線","P157","병점","餠店","Byeongjeom","37.2068","127.0332","병점"
"seoul","1P","1號線 京釜·長項線","P158","세마","洗馬","Sema","37.1876","127.0431","세마"
"seoul","1P","1號線 京釜·長項線","P159","오산대","烏山大","Osan Univ.","37.1693","127.0631","오산대"
"seoul","1P","1號線 京釜·長項線","P160","오산","烏山","Osan","37.1454","127.0668","오산"
"seoul","1P","1號線 京釜·長項線","P161","진위","振威","Jinwi","37.1098","127.0624","진위"
"seoul","1P","1號線 京釜·長項線","P162","송탄","松炭","Songtan","37.0756","127.0544","송탄"
"seoul","1P","1號線 京釜·長項線","P163","서정리","西井里","Seojeongni","37.0566","127.0531","서정리"
"seoul","1P","1號線 京釜·長項線","P164","평택지제","平澤芝制","PyeongtaekJije","37.0189","127.0705","평택지제"
"seoul","1P","1號線 京釜·長項線","P165","평택","平澤","Pyeongtaek","36.9912","127.085","평택"
"seoul","1P","1號線 京釜·長項線","P166","성환","成歡","Seonghwan","36.9156","127.1264","성환"
"seoul","1P","1號線 京釜·長項線","P167","직산","稷山","Jiksan","36.87","127.1434","직산"
"seoul","1P","1號線 京釜·長項線","P168","두정","斗井","Dujeong","36.8336","127.1486","두정"
"seoul","1P","1號線 京釜·長項線","P169","천안","天安","Cheonan","36.81","127.146","천안"
"seoul","1P","1號線 京釜·長項線","P170","봉명","鳳鳴","Bongmyeong","36.7973","127.1358","봉명"
"seoul","1P","1號線 京釜·長項線","P171","쌍용","雙龍","Ssangyong","36.7939","127.1214","쌍용"
"seoul","1P","1號線 京釜·長項線","P172","아산","牙山","Asan","36.7925","127.1043","아산"
"seoul","1P","1號線 京釜·長項線","P173","탕정","湯井","Tangjeong","36.7912","127.0887","탕정"
"seoul","1P","1號線 京釜·長項線","P174","배방","排芳","Baebang","36.7772","127.0528","배방"
"seoul","1P","1號線 京釜·長項線","P175","온양온천","溫陽溫泉","Onyangoncheon","36.7801","127.0055","온양온천"
"seoul","1P","1號線 京釜·長項線","P176","신창","新昌","Sinchang","36.7691","126.951","신창"
"seoul","1G","1號線 光明接駁","P144","금천구청","衿川區廳","Geumcheon-gu Office","37.4555","126.8937","금천구청"
"seoul","1G","1號線 光明接駁","P144-1","광명","光明","Gwangmyeong","37.4162","126.8845","광명"
"seoul","1S","1號線 西東灘支線","P157","병점","餠店","Byeongjeom","37.2068","127.0332","병점"
"seoul","1S","1號線 西東灘支線","P157-1","서동탄","西東灘","Seodongtan","37.1954","127.0511","서동탄"
"seoul","2B","2號線 聖水支線","211","성수","聖水","Seongsu","37.54458","127.05596","성수"
"seoul","2B","2號線 聖水支線","211-1","용답","龍踏","Yongdap","37.5619","127.0509","용답"
"seoul","2B","2號線 聖水支線","211-2","신답","新踏","Sindap","37.57004","127.04648","신답"
"seoul","2B","2號線 聖水支線","211-3","용두","龍頭","Yongdu","37.57403","127.03809","용두"
"seoul","2B","2號線 聖水支線","211-4","신설동","新設洞","Sinseoldong","37.5753","127.02509","신설동"
"seoul","2C","2號線 新亭支線","234","신도림","新道林","Sindorim","37.50872","126.89129","신도림"
"seoul","2C","2號線 新亭支線","234-1","도림천","道林川","Dorimcheon","37.51429","126.88277","도림천"
"seoul","2C","2號線 新亭支線","234-2","양천구청","陽川區廳","Yangcheongucheong","37.5124","126.86582","양천구청"
"seoul","2C","2號線 新亭支線","234-3","신정네거리","新亭十字路口","Sinjeongnegeori","37.52007","126.85291","신정네거리"
"seoul","2C","2號線 新亭支線","234-4","까치산","喜鵲山","Kkachisan","37.53177","126.84668","까치산"
"seoul","5M","5號線 馬川支線","548","강동","江東","Gangdong","37.5358","127.1325","강동"
"seoul","5M","5號線 馬川支線","P549","둔촌동","遁村洞","Dunchon-dong","37.5271","127.1366","둔촌동"
"seoul","5M","5號線 馬川支線","P550","올림픽공원","奧林匹克公園","Olympic Park","37.5164","127.1285","올림픽공원"
"seoul","5M","5號線 馬川支線","P551","방이","芳荑","Bangi","37.5082","127.1268","방이"
"seoul","5M","5號線 馬川支線","P552","오금","梧琴","Ogeum","37.5022","127.1281","오금"
"seoul","5M","5號線 馬川支線","P553","개롱","開籠","Gaerong","37.4981","127.1347","개롱"
"seoul","5M","5號線 馬川支線","P554","거여","巨餘","Geoyeo","37.493","127.146","거여"
"seoul","5M","5號線 馬川支線","P555","마천","馬川","Macheon","37.495","127.1522","마천"
"busan","B1","1號線","134","노포","老圃","Nopo","35.28361","129.095","노포"
"busan","B1","1號線","133","범어사","梵魚寺","Beomeosa","35.27333","129.09268","범어사"
"busan","B1","1號線","132","남산","南山","Namsan","35.26528","129.0925","남산"
"busan","B1","1號線","131","두실","斗室","Dusil","35.25694","129.09139","두실"
"busan","B1","1號線","130","구서","久瑞","Guseo","35.24722","129.09139","구서"
"busan","B1","1號線","129","장전","長箭","Jangjeon","35.23806","129.08806","장전"
"busan","B1","1號線","128","부산대","釜山大學","Pusan Nat’l Univ.","35.23","129.08944","부산대"
"busan","B1","1號線","127","온천장","溫泉場","Oncheonjang","35.22056","129.08667","온천장"
"busan","B1","1號線","126","명륜","明倫","Myeongnyun","35.21222","129.07944","명륜"
"busan","B1","1號線","125","동래","東萊","Dongnae","35.20556","129.078461","동래"
"busan","B1","1號線","124","교대","教大","Busan Nat’l Univ. of Edu.","35.19583","129.08","교대"
"busan","B1","1號線","123","연산","蓮山","Yeonsan","35.18611","129.08167","연산"
"busan","B1","1號線","122","시청","市廳","City Hall","35.17972","129.07667","시청"
"busan","B1","1號線","121","양정","楊亭","Yangjeong","35.17304","129.07119","양정"
"busan","B1","1號線","120","부전","釜田","Bujeon","35.1625","129.06278","부전"
"busan","B1","1號線","119","서면","西面","Seomyeon","35.15778","129.05917","서면"
"busan","B1","1號線","118","범내골","凡內谷","Beomnaegol","35.14722","129.05917","범내골"
"busan","B1","1號線","117","범일","凡一","Beomil","35.14139","129.05944","범일"
"busan","B1","1號線","116","좌천","佐川","Jwacheon","35.13417","129.05417","B1-jwacheon"
"busan","B1","1號線","115","부산진","釜山鎮","Busanjin","35.12778","129.04778","부산진"
"busan","B1","1號線","114","초량","草梁","Choryang","35.12111","129.04296","초량"
"busan","B1","1號線","113","부산역","釜山站","Busan Station","35.11528","129.03972","부산역"
"busan","B1","1號線","112","중앙","中央","Jungang","35.10389","129.03639","중앙"
"busan","B1","1號線","111","남포","南浦","Nampo","35.09778","129.03472","남포"
"busan","B1","1號線","110","자갈치","札嘎其","Jagalchi","35.0975","129.02694","자갈치"
"busan","B1","1號線","109","토성","土城","Toseong","35.10083","129.01972","토성"
"busan","B1","1號線","108","동대신","東大新","Dongdaesin","35.11056","129.01757","동대신"
"busan","B1","1號線","107","서대신","西大新","Seodaesin","35.11083","129.01194","서대신"
"busan","B1","1號線","106","대티","大峙","Daeti","35.10306","128.99972","대티"
"busan","B1","1號線","105","괴정","槐亭","Goejeong","35.1","128.9925","괴정"
"busan","B1","1號線","104","사하","沙下","Saha","35.09972","128.98333","사하"
"busan","B1","1號線","103","당리","堂里","Dangni","35.10333","128.97417","당리"
"busan","B1","1號線","102","하단","下端","Hadan","35.10611","128.96667","하단"
"busan","B1","1號線","101","신평","新平","Sinpyeong","35.09556","128.96056","신평"
"busan","B1","1號線","100","동매","東梅","Dongmae","35.089819","128.974029","동매"
"busan","B1","1號線","099","장림","長林","Jangnim","35.081555","128.9773083","장림"
"busan","B1","1號線","098","신장림","新長林","Sinjangnim","35.074222","128.976538","신장림"
"busan","B1","1號線","097","낫개","納介","Natgae","35.065179","128.979702","낫개"
"busan","B1","1號線","096","다대포항","多大浦港","Dadaepo Harbor","35.057288","128.971151","다대포항"
"busan","B1","1號線","095","다대포해수욕장","多大浦海水浴場","Dadaepo Beach","35.048229","128.965919","다대포해수욕장"
"busan","B2","2號線","243","양산","梁山","Yangsan","35.33851","129.02643","양산"
"busan","B2","2號線","242","남양산","南梁山","Namyangsan","35.32533","129.01942","남양산"
"busan","B2","2號線","241","부산대양산캠퍼스","釜山大學梁山校區","Pusan Nat’l Univ. Yangsan Campus","35.31697","129.01383","부산대양산캠퍼스"
"busan","B2","2號線","240","증산","甑山","Jeungsan","35.30828","129.01028","증산"
"busan","B2","2號線","239","호포","湖浦","Hopo","35.281","129.017525","호포"
"busan","B2","2號線","238","금곡","金谷","Geumgok","35.26733","129.01686","금곡"
"busan","B2","2號線","237","동원","東院","Dongwon","35.25864","129.01242","동원"
"busan","B2","2號線","236","율리","栗里","Yulli","35.24672","129.01292","율리"
"busan","B2","2號線","235","화명","華明","Hwamyeong","35.23585","129.01387","화명"
"busan","B2","2號線","234","수정","水亭","Sujeong","35.22336","129.00922","수정"
"busan","B2","2號線","233","덕천","德川","Deokcheon","35.21011","129.00533","덕천"
"busan","B2","2號線","232","구명","龜明","Gumyeong","35.20253","128.99931","구명"
"busan","B2","2號線","231","구남","龜南","Gunam","35.19681","128.99492","구남"
"busan","B2","2號線","230","모라","毛羅","Mora","35.18967","128.98864","모라"
"busan","B2","2號線","229","모덕","毛德","Modeok","35.18036","128.98561","모덕"
"busan","B2","2號線","228","덕포","德浦","Deokpo","35.17378","128.98394","덕포"
"busan","B2","2號線","227","사상","沙上","Sasang","35.16218","128.98467","사상"
"busan","B2","2號線","226","감전","甘田","Gamjeon","35.15553","128.99114","감전"
"busan","B2","2號線","225","주례","周禮","Jurye","35.1505","129.00306","주례"
"busan","B2","2號線","224","냉정","冷井","Naengjeong","35.15125","129.01228","냉정"
"busan","B2","2號線","223","개금","開琴","Gaegeum","35.15325","129.02056","개금"
"busan","B2","2號線","222","동의대","東義大學","Dong-eui Univ.","35.15411","129.0325","동의대"
"busan","B2","2號線","221","가야","伽倻","Gaya","35.15589","129.04283","가야"
"busan","B2","2號線","220","부암","釜岩","Buam","35.15744","129.05019","부암"
"busan","B2","2號線","219","서면","西面","Seomyeon","35.15768","129.058517","서면"
"busan","B2","2號線","218","전포","田浦","Jeonpo","35.15311","129.06533","전포"
"busan","B2","2號線","217","국제금융센터·부산은행","國際金融中心·釜山銀行","Busan Int’l Finance Center·Busan Bank","35.14583","129.06672","국제금융센터·부산은행"
"busan","B2","2號線","216","문현","門峴","Munhyeon","35.13911","129.06736","문현"
"busan","B2","2號線","215","지게골","支架谷","Jigegol","35.13558","129.07436","지게골"
"busan","B2","2號線","214","못골","沒谷","Motgol","35.13472","129.08442","못골"
"busan","B2","2號線","213","대연","大淵","Daeyeon","35.13512","129.09218","대연"
"busan","B2","2號線","212","경성대·부경대","慶星大學·釜慶大學","Kyungsung Univ.·Pukyong Nat’l Univ.","35.13757","129.10055","경성대·부경대"
"busan","B2","2號線","211","남천","南川","Namcheon","35.14217","129.10797","남천"
"busan","B2","2號線","210","금련산","金蓮山","Geumnyeonsan","35.14989","129.111008","금련산"
"busan","B2","2號線","209","광안","廣安","Gwangan","35.15792","129.113197","광안"
"busan","B2","2號線","208","수영","水營","Suyeong","35.16578","129.114842","수영"
"busan","B2","2號線","207","민락","民樂","Millak","35.16722","129.121878","민락"
"busan","B2","2號線","206","센텀시티","新世界Centum City","Centum City","35.16892","129.131764","센텀시티"
"busan","B2","2號線","205","벡스코","BEXCO","BEXCO","35.16911","129.138431","벡스코"
"busan","B2","2號線","204","동백","冬柏","Dongbaek","35.16147","129.147887","동백"
"busan","B2","2號線","203","해운대","海雲臺","Haeundae","35.163518","129.158584","해운대"
"busan","B2","2號線","202","중동","中洞","Jung-dong","35.16669","129.16887","중동"
"busan","B2","2號線","201","장산","萇山","Jangsan","35.17","129.17694","장산"
"busan","B3","3號線","317","대저","大渚","Daejeo","35.21343","128.96074","대저"
"busan","B3","3號線","316","체육공원","體育公園","Sports Park","35.21261","128.96894","체육공원"
"busan","B3","3號線","315","강서구청","江西區廳","Gangseo-gu Office","35.21125","128.98175","강서구청"
"busan","B3","3號線","314","구포","龜浦","Gupo","35.20644","128.99631","구포"
"busan","B3","3號線","313","덕천","德川","Deokcheon","35.210139","129.005545","덕천"
"busan","B3","3號線","312","숙등","淑嶝","Sukdeung","35.21197","129.01275","숙등"
"busan","B3","3號線","311","남산정","南山亭","Namsanjeong","35.21333","129.02392","남산정"
"busan","B3","3號線","310","만덕","萬德","Mandeok","35.213","129.0365","만덕"
"busan","B3","3號線","309","미남","美南","Minam","35.2055","129.06806","미남"
"busan","B3","3號線","308","사직","社稷","Sajik","35.199","129.065","사직"
"busan","B3","3號線","307","종합운동장","綜合運動場","Sports Complex","35.19125","129.0675","종합운동장"
"busan","B3","3號線","306","거제","巨堤","Geoje","35.18858","129.07394","거제"
"busan","B3","3號線","305","연산","蓮山","Yeonsan","35.18614","129.08147","연산"
"busan","B3","3號線","304","물만골","水滿谷","Mulmangol","35.17681","129.08575","물만골"
"busan","B3","3號線","303","배산","盃山","Baesan","35.1735","129.0955","배산"
"busan","B3","3號線","302","망미","望美","Mangmi","35.17153","129.10822","망미"
"busan","B3","3號線","301","수영","水營","Suyeong","35.16775","129.11458","수영"
"busan","B4","4號線","414","안평","安平","Anpyeong","35.23733","129.17183","안평"
"busan","B4","4號線","413","고촌","古村","Gochon","35.23603","129.1605","고촌"
"busan","B4","4號線","412","윗반송","上盤松","Witbansong","35.2325","129.15403","윗반송"
"busan","B4","4號線","411","영산대","靈山大學","Youngsan Univ.","35.22578","129.14617","영산대"
"busan","B4","4號線","410","석대","石坮","Seokdae","35.21825","129.13717","석대"
"busan","B4","4號線","409","반여농산물시장","盤如農產物市場","Banyeo Agricultural Market","35.21778","129.12397","반여농산물시장"
"busan","B4","4號線","408","금사","金沙","Geumsa","35.21583","129.11517","금사"
"busan","B4","4號線","407","서동","書洞","Seo-dong","35.21331","129.10769","서동"
"busan","B4","4號線","406","명장","明將","Myeongjang","35.20503","129.10161","명장"
"busan","B4","4號線","405","충렬사","忠烈祠","Chungnyeolsa","35.19986","129.09764","충렬사"
"busan","B4","4號線","404","낙민","樂民","Nangmin","35.20025","129.09078","낙민"
"busan","B4","4號線","403","수안","壽安","Suan","35.20183","129.08378","수안"
"busan","B4","4號線","402","동래","東萊","Dongnae","35.20466","129.07741","동래"
"busan","B4","4號線","401","미남","美南","Minam","35.20643","129.06868","미남"
"busan","BGL","金海輕軌","521","가야대","加耶大學","Kaya Univ.","35.26672721","128.8650703","가야대"
"busan","BGL","金海輕軌","520","장신대","長神大學","Presbyterian Univ.","35.25955642","128.8671142","장신대"
"busan","BGL","金海輕軌","519","연지공원","蓮池公園","Yeonji Park","35.24965763","128.8692908","연지공원"
"busan","BGL","金海輕軌","518","박물관","博物館","Museum","35.24006467","128.8718628","박물관"
"busan","BGL","金海輕軌","517","수로왕릉","首露王陵","Royal Tomb of King Suro","35.2328215","128.8721409","수로왕릉"
"busan","BGL","金海輕軌","516","봉황","鳳凰","Bonghwang","35.22726757","128.8743069","봉황"
"busan","BGL","金海輕軌","515","부원","府院","Buwon","35.22646624","128.8838997","부원"
"busan","BGL","金海輕軌","514","김해시청","金海市廳","Gimhae City Hall","35.227103","128.89041","김해시청"
"busan","BGL","金海輕軌","513","인제대","仁濟大學","Inje Univ.","35.228099","128.901736","인제대"
"busan","BGL","金海輕軌","512","김해대학","金海大學","Gimhae College","35.22899","128.915612","김해대학"
"busan","BGL","金海輕軌","511","지내","池內","Jinae","35.2275","128.923721","지내"
"busan","BGL","金海輕軌","510","불암","佛岩","Buram","35.222162","128.927893","불암"
"busan","BGL","金海輕軌","509","대사","大沙","Daesa","35.217657","128.938417","대사"
"busan","BGL","金海輕軌","508","평강","平江","Pyeonggang","35.214105","128.950825","평강"
"busan","BGL","金海輕軌","507","대저","大渚","Daejeo","35.213066","128.960562","대저"
"busan","BGL","金海輕軌","506","등구","燈丘","Deunggu","35.196143","128.963599","등구"
"busan","BGL","金海輕軌","505","덕두","德斗","Deokdu","35.182001","128.954198","덕두"
"busan","BGL","金海輕軌","504","김해국제공항","金海國際機場","Gimhae International Airport","35.171906","128.948586","김해국제공항"
"busan","BGL","金海輕軌","503","서부산유통지구","西釜山流通園區","Seobusan Yutongjigu","35.16640204","128.9548881","서부산유통지구"
"busan","BGL","金海輕軌","502","괘법르네시떼","掛法雷諾城","Gwaebeop Renecite","35.1632616","128.9776836","괘법르네시떼"
"busan","BGL","金海輕軌","501","사상","沙上","Sasang","35.1623018","128.9859408","사상"
"busan","DH","東海線","K110","부전","釜田","Bujeon","35.164668","129.06011","부전"
"busan","DH","東海線","K111","거제해맞이","巨堤日出","Geojehaemaji","35.181197","129.069015","거제해맞이"
"busan","DH","東海線","K112","거제","巨堤","Geoje","35.18958","129.074385","거제"
"busan","DH","東海線","K113","교대","教大","Busan Nat’l Univ. of Edu.","35.1938","129.07958","교대"
"busan","DH","東海線","K114","동래","東萊","Dongnae","35.204714","129.0773502","동래"
"busan","DH","東海線","K115","안락","安樂","Allak","35.196007","129.101062","안락"
"busan","DH","東海線","K116","부산원동","釜山院洞","Busanwondong","35.1938","129.113709","부산원동"
"busan","DH","東海線","K117","재송","栽松","Jaesong","35.188","129.120109","재송"
"busan","DH","東海線","K118","센텀","Centum","Centum","35.1793","129.1245","센텀"
