車站編號,中文站名,韓文站名,英文站名,接續路線,站間距離,累積距離,所在地,所在地.1
707,古邑,고읍,Goeup,,,0.0,京畿道,楊州市
708,塔石,탑석,Tapseok,● 議政府輕電鐵,7.4,7.4,京畿道,議政府市
709,長岩,장암,Jangam,,5.2,13.6,京畿道,議政府市
