車站編號,中文站名,韓文站名,英文站名,接續路線,站間距離,營業距離,所在地,所在地.1
211,聖水,성수,Seongsu,本線,0.0,0.0,首爾特別市,城東區
211-1,龍踏,용답,Yongdap,,2.3,2.3,首爾特別市,城東區
211-2,新踏,신답,Sindap,,1.0,3.3,首爾特別市,城東區
211-3,龍頭 （東大門區廳）,용두 （동대문구청）,Yongdu （Dongdaemun-gu Office）,,0.9,4.2,首爾特別市,東大門區
211-4,新設洞,신설동,Sinseol-dong,● 首都圈電鐵1號線 ● 首爾輕電鐵牛耳新設線,1.2,5.4,首爾特別市,東大門區
